Developer,Occurrence Count
"Stormcrest Games, Pizia, Sureksu Games",1
Stormcloud Games Limited,1
Stormcloud Games,1
Stormcloak Games,1
StormZ Entertainement,1
StormCube Games,3
StormBringer Studios,1
StormBrewers,1
StormBorn Studio,2
Storm's Foreshadow,1
Storm in a Teacup,5
Storm Wizard Studios,1
Storm Signal,1
Storm Sharks Production,1
"Storm Man Games, Keegan Speidel",1
Storm Lee,1
"Storm Isle Productions, Polywickstudio",1
Storm Dain Productions,1
Stork Game,1
"Storia, Narrator, SimonCreative",1
Storeen Games,1
Storage Kings,1
"Stopshut, Goose Studios",1
Stopshut,1
Stonga,1
Stoneworks Games,1
Stonewheat & Sons,1
Stoner Tomohito,1
"Stonepunk Studios, VRMonkey",1
Stonepunk Studios,2
Stonehill Games,2
Stonegauge Studios,1
Stoned Android Studio,1
Stonebrick Studios,1
Stoneball L.L.C.,1
StoneTide Entertainment,1
StoneTech Games,1
StoneLab Games,1
StoneBlade,1
Stone/Spark Games,1
Stone Spark Games,1
"Stone Pixel Games, LLC.",1
Stone Monkey Studios,1
Stone Lantern Games,1
Stone Golem Studios,2
Stone Giant,1
Stone Crow Games,1
Stone Baked Games,1
Stone Axe Games,1
Stolpskott Studios,1
Stolen Couch Games,3
Stoked Sloth Interactive,1
Stoigames,1
Stoic,3
Stochastic Lints,1
Stochastic,1
Sto_kotov,1
Stitched Mouth Studios,1
Stitch Lip Studios,1
Stitch Heads Entertainment,2
Stirling Games,1
Stirfire Studios,2
StirSystem Inc.,1
Stir,1
StinkyCatGameStudio,1
Stinky Tofu Games,1
Stinky Fox Studio,1
Stingbot Games,2
Sting,1
Stimulant Systems,1
StimTraders,1
Still Running,4
Still Pending Games,1
Still Not Sure,1
Still Games,1
"Stijn Van Coillie, Tracy Baeckelandt",1
Stijn Van Cauter,1
Stigma Software,1
StickyStoneStudio,2
Sticks Games,1
Stickmen Studios,1
"Stick Productions, Xeroyd",1
StewardMelvinTang,1
"Steventus, This is the Glasshouse",1
StevenHarmonGames,1
Steven Taylor,1
"Steven Richardson, Michael McMurdy, Joshua Towns, Andrea Fiorito",1
Steven Ragan,1
Steven Peregrine,1
Steven Mildenhall,1
Steven Luo,1
Steven Lambert,1
Steven Krupski,1
Steven Guddat,1
Steven G. Chinn,1
Steven DiLeo,1
Steven Colling,2
Steven Bower,1
SteveClay,3
Steve Z,1
Steve Wynn,1
Steve Welz,2
"Steve Weinrich, Martin Knight",1
Steve Studios,1
Steve O'Gorman,1
Steve Mcilwain,1
Steve McCall,1
Steve Jarman,2
Steve Hough,1
Steve Gal,5
Steve Fox,1
"Steve Coyle, Morphic Interactive",1
Steve Broome,1
Steve Antoniadis,1
Steve 'Elipsis' Barrios,1
"Steve ""Khad"" Grant",1
Steth Games,1
Stereo7 Games,4
"Stereo games, Stereo games",1
Stequer,2
Steppe Hare Studio,9
Steppe Games,1
Stepiral Studio,1
Stephigames,1
StephenAllen,1
Stephen Walton,1
Stephen Thach,1
Stephen Scott Day,1
Stephen Rogers,1
Stephen Rickman,1
Stephen Moorhouse,1
Stephen Miller,1
Stephen Long,1
Stephen Joseph,2
Stephen Hubbard,1
Stephen Damm Boeaas,1
Stephen Crabb,2
Stephen Ciuca,1
Stephen Bright,1
Stephen & Sara,1
"Stephane Valverde, Leslie Valverde",2
Stephane Valverde,3
"Stephane Graziano, Franck Graziano, Mathieu Lamarche",1
Stephan Venhryn,1
Steph,1
"Stepford, andyland, milkypossum",1
Stepan Vakhtin,1
Stepan Sheygas,1
StepUnique,1
Step Dad Productions,1
Stenkross Studios,1
Stendhal Games,1
Stenblood,1
"StelloHexis, Josh Presseisen",1
StelloHexis,1
Stellar Stoats,1
Stellar Sage Games,1
Stellar Remnants,1
Stellar Oasis,1
"Stellar Jockeys, Gausswerks",2
Stellar Fish,1
"Stellar Entertainment, Criterion Games",1
Stellar Entertainment Limited,1
Stellar Circle,1
Stellar Cartography Interactive,1
Stellar Blueprints,1
Stellar Advent Pty Ltd,2
Stelios C. A. Thomopoulos,1
Stelex Software,2
Steinstern Spiele,1
SteinMakesGames,1
SteinBock Games,1
Stein Games,2
Stein Bock Games,2
Stegosoft Games,2
Stegobubbles,1
Stegersaurus Software Inc.,3
Steganographia Games,1
Stegalosaurus Game Development,40
StegTech LLC,1
Stefounix,1
Stefo Mai Morojna,1
SteffTek,1
Stefano Mazzotta (Il Sui),1
Stefanie Black,1
Stefan Yeung,1
Stefan Videv,1
"Stefan Stankovic, Nikola Lackovic",1
Stefan Sadchikov,1
Stefan Pulfer,1
Stefan Preuss,5
Stefan Ortelbach,1
Stefan Olsson,1
"Stefan Klaus, Stegalosaurus Game Development",1
Stefan Kiel,1
Stefan Kelnberger,2
Stefan Fleischer,1
Stefan Elsen,1
"Stefan Bauwens, Cindy Ho",1
Stefan Alfredsson,1
Stefaaan,1
SteelySam,1
Steelpan Interactive,1
Steelkrill Studio,4
Steelfeather,1
Steelehouse VR Studios,1
Steelcore Games,1
SteelSeed,1
SteelRaven7,1
Steel fruit,1
Steel and Bone Team,1
Steel Wool Studios,6
Steel Wool Games,1
Steel Wing,1
Steel Thunder,2
Steel Sky Productions,1
Steel Salvo,1
Steel Rain Studios,1
Steel Potato Games LLC,1
Steel Peak Games,2
Steel Monkeys,2
Steel Mantis,3
Steel Fish Studios LLC,1
Steel Feather Studio,1
Steel Crate Games,1
Steel City Interactive,1
Steel Balalaika,1
Steel Arts Software Ltd.,1
Steel Arts Software,1
Steel Arts,2
SteefMakesGames,1
Steedie,4
Steb,1
Steamy Buns Games,1
Steamroller Studios,1
Steampunk Wizards,1
"Steambot, Fishing Cactus",1
Steamberry Studio,2
Steam Town Studios,1
"Steam Factory, Hard Ton, IV Productions",1
Stealthy Wolves Studios LLC,2
StealthFeather,1
Stealfy,1
Stealcase,1
Steady Mushroom Ltd.,2
Ste's Project,3
Staz Lincord,1
Stay Small Studios,1
Stay Awake Games,1
Stavros Aeneas Kokkineas,1
Stave Studios,1
StaudSoft,1
StatusPRO Inc,1
Status Void Interactive,2
Statto Software,3
Statson,1
StationGames,4
Station Zero X,1
Station 437,3
StaticPlant,1
Static ossan games,1
Static Wild,1
Static Dreams,1
"Static City Games, Vampiric Games",1
Static City Games,2
Statespace,2
Statera Studio,2
StateofMind,1
Stately Snail,5
State of Play,4
StasisField,1
Stasis Booth Games,2
"Stas Shostak, Alexander Sitnikov",1
Stas Shostak,4
Stas Paty9mkin,20
StarworkGC,2
Starword Games,1
Starwind Games,4
Starward Industries,1
Starwalker,1
StarvingIndieDeveloper,1
StarvingFox Studio,2
Starvania Studio,1
Startreming Games,4
Startreming,1
"Startale Games, Petersen Games",1
"StartUp Studios, Mike Troup",1
StartDev,1
Start Warp,3
Start VR,1
Start Games,1
Starstruck Games,1
Starstrike Studios,2
Starsoft Entertainment,1
Starsoft,1
Starskeeper,1
Starside Studios LLC,2
Starship Studio,1
Starshift Studio,1
Starseeker Studio,1
StarryStarry,1
Starry Studio,1
Starry Sky Team,1
Starry Seaweed Game Studio Ltd.,2
Starodymov,4
Starni Games,6
Starmyth,6
Starmote Interactve,1
Starmops,3
Starmi,1
Starmaster Studio,1
"Starmaps, LLC",1
Starmage,1
"Starloop Studios, Craneballs Studio",1
"Starloop Studios SL, Kukouri",1
StarloomStudios,1
Starlit Castle,2
StarlingTeam,1
StarlightTree Games,3
StarlightCoder,1
Starlight Visual,1
Starlight Vintage Studios,1
Starlight Studios Games,1
Starlight Sanctum,1
Starless Studios,1
Starkids Studios,1
Starkey Industries,1
"Stark.H, OnioNoinO",1
Staring Skull Studio,1
Stargoat Games,1
Stargazer Studio,1
Starflight Studios,1
Starfish-SD Inc.,1
"Starfish-SD Inc, mebius",1
Starfish-SD Inc,1
Starfish Studios,1
Starfield Gaming,1
Starfall Studios,1
Stardust Studios,1
Stardust Smithy,1
Stardust Collective,1
Stardust,1
"Stardock Entertainment, Oxide Games",1
Stardock Entertainment,11
Starcorp Games,1
Starcolt,1
Starchaser Games,1
Starcade Arcade LLC,5
Starbreeze Studios AB,1
Starbreeze Studios,2
Starbreeze,1
Starbox Games,1
Starbloomgames,1
Starblade Games,1
Starbit Light,1
Starbeings Studio,1
StarWraith 3D Games LLC,2
StarVaders Team,1
StarTroop Inc.,1
StarSystemStudios,8
StarSurfer,1
StarSkipp,1
StarQuarius Studio,1
StarQuail Games,1
StarK Software,1
StarInfidel,2
StarCruiser Studio S.L.,1
StarCo Interactive,1
StarChart-Interactive,1
StarByte,1
StarBlade,1
Star Vault AB,3
Star Studios,1
Star Shell,1
Star Seeker Studio,2
Star Pilot Games,1
Star Mountain Studios,1
Star Maid Games,2
Star Magic,1
Star Gem Inc.,1
Star Garden Games,1
Star Games,1
Star Game Studios,1
Star Dweller Studios,1
Star Drifters,4
Star Dragon,1
Star Chimp LLC,1
Star Chess Studio,2
Star Bunny Enterprises,1
Star & Moon Romance,2
Stapleton,3
StaplesVR,5
Staples VR,1
Stanley Lam,2
Stanley Dam,1
Stanley Creative,1
Stanisław Młyński,1
Stanislaw Truchowski,7
Stanislav Kovalchuk,1
Stanion Studios,1
"Standing Stone Games, LLC",2
Standby,1
Standard EVO Studios,1
StandArts,1
Stand-In VR,1
Stand Off Software,5
Stamina-Games,1
Stamford Highbury,1
"Stalwart Games, LLC",1
StalkerAlex..,1
StalkerAlex,3
Stairway Games,1
Stairs Productions,1
Stairfall Institute,1
StainlessHeart,1
Stainless Games Ltd,4
Stainless Games,1
StageOne Interactive,1
Stage Games Inc.,1
Stage Clear Studios,4
Stage 2 Studios,2
Stacy Story Games,1
Stacra,1
Stacks:Engine,1
Stackpack Games,1
Stache Studios,1
Stacey Fazackerley,1
Stab of Bee Project,1
"StOoPiD_U, Nick90903",1
StFP Studios,1
StEaMPuNk GaMeS,1
St. Trell,1
St. Michael's Girls School,1
Sssjim7,1
"Srivishwanath Rajavelu, Virtual Grape",1
"Srio VR Studio, Srio VR Studio",1
Srio VR Studio,5
Srimasis Rout,1
"Sqwillbert, Ahseeru",1
"Squishy, Cameron Smith-Randick",1
Squishy Games,1
Squish-Fish Games,1
Squish Studios LLC,1
Squish Potato,1
Squish Games,1
Squirrelbot Games,1
SquirrelConGafas,1
Squirrel Physics,1
Squirrel Knight,1
Squirrel Ink Games,1
Squirrel Bytes,1
Squirrel Brain Games,1
Squinkifer Productions,1
Squiggly Starfruit Studios,1
Squiggly Games,1
Squidy,1
"Squidpunch Studios, Vincent Ltd",1
Squidpunch Studios,1
"Squido Studio, Robot Teddy",1
"Squidnow, Ooftroop",1
Squidlit Ink.,2
Squidland,1
Squidgeroo,1
Squiddershins,4
Squidbit Works,1
SquidRockGames,1
Squid Sins Squad,1
"Squid Shock Studios, Christopher Stair, Trevor Youngquist",1
Squid Related Games,1
Squid Monkey Studios,2
Squid In A Box Ltd,1
Squid Developer,1
Squeaky Wheel Studio Inc,1
Squeaky Wheel,1
Squatting Penguins,1
Squashed Newt,2
"Squashed Bug Games, LLC",1
Squash Studios,1
Squaretide Studios,1
SquaredUp Team,1
SquarePlay Games,2
SquareBoxStudio,1
SquareAnon,1
Square and Angular,2
Square Wheel,3
Square Weasel Studio,2
Square Table Games,1
Square Squid,1
"Square One Games Inc., Black Isle Studios",2
Square Glade Games,2
Square Gem Software,3
"Square Enix, tri-Ace",2
"Square Enix, historia Inc.",1
"Square Enix, h.a.n.d.",1
"Square Enix, Toylogic Inc.",1
"Square Enix, Team ARCANA",1
"Square Enix, TOSE CO., LTD.",2
"Square Enix, Sonic Powered",1
"Square Enix, Soleil Ltd.",1
"Square Enix, Racjin",1
"Square Enix, PopCap Games, Inc.",1
"Square Enix, PlatinumGames Inc.",1
"Square Enix, M2 Co., Ltd.",1
"Square Enix, LANCARSE Ltd.",1
"Square Enix, KOEI TECMO GAMES CO., LTD.",4
"Square Enix, Human Head Studios",1
"Square Enix, Gemdrops, Inc.",1
"Square Enix, GameStudio Inc., KAI GRAPHICS INC.",1
"Square Enix, DotEmu SAS.",1
"Square Enix, DOKIDOKI GROOVE WORKS",1
"Square Enix, D4Enterprise Co.,Ltd.",1
"Square Enix, Claytechworks",1
"Square Enix, Bullets",2
"Square Enix, ArtePiazza",2
"Square Enix, ARZEST Corp.",1
"Square Enix, ARTDINK",1
"Square Enix, ACQUIRE Corp.",2
Square Enix Montréal,2
Square Enix,44
Square Dynamics Ltd.,1
"Squanch Games, Inc.",2
Squaggies,1
Squadron Studio,1
Squad,1
Squaaa Studios,1
Spytihněv,3
Spyridon Thalassinos,2
Spyral Fantasy,1
Spynosa Studio,1
Spydersoft,1
Spyco01,1
Spy On The Wall,1
Spunge Games Pty Ltd,1
Spud Studios,1
Sprytosaur Games,2
Spry Fox LLC,4
Sprovieri Games,12
Sprouting Potato,2
Sprott Games,1
"Sproing, Neopica",1
Sproing,5
Sprocket Crash Games,2
Spritewrench,5
Spriteshaper,1
Spriteflick,1
SpriteStudio,1
Sprite Hills,3
Springloaded,9
Sprightly Games,1
Spreadcamp,1
"Spreadable Fruit Games, Brametjuhh, Zupami, YinUkume, Azurekai",1
"Spreadable Fruit Games, Brametjuhh, YinUkume, Zupami, Azurekai, Dwightojo, ChriticalHit",1
Spread Shot Studios LLC,1
Sprakelsoft GmbH,3
Spotted Zebra Software LLC,2
Spotted Kiwi Interactive,1
Spotless Mind Studios,1
SpotPixle Studios,1
Sporty Peppers,1
"Sports Mogul, Inc.",7
"Sports Interactive, Creative Assembly, Rovio Sweden AB, Torn Banner, Team 17, Sumo Digital, Bossa, Curve Digital, Hardlight, Spilt Milk Studios Ltd, Modern Dream",1
Sports Interactive,3
"Sports Director Ltd, Alternative Software Ltd",1
Sport1 GmbH,1
Sporobole,2
SporkTank,1
Spoony Bard Productions,2
Spoonweaver,1
Spoonman Games,1
Spoonful Of Wonder,1
Spoon Raccoon,1
Spoon Network,1
Spoon,1
SpookyFish Games,1
"Spooky Waffle, ESAT",1
Spooky Stone Games,1
Spooky Squid Games Inc.,2
Spooky House Studios UG haftungsbeschraenkt,1
Spooky Hand Games,1
Spooky Doughnut Games,2
Spooky Doorway,3
Spooky Buns,1
"Spooky Boogis, Stejkrobot",1
Spooked Team,1
SpoocleMacBoogle,4
Spongey Kitty,1
Splout Ltd.,1
SplitSide Games,1
Split World Studios,1
Split Second Games,1
Split Polygon,1
Split Personality Games,1
Split Personality Doctor Production Committee,1
Split Narrative Inc.,1
Split Light Studio,3
Split Hare Games,1
Splintercat Studio,1
Splint Games,1
Spline Games,1
Spliced Games,1
"Splendy Interactive, Wales Interactive",1
Splendortek,3
Splashworks Studio,1
Splashteam,2
Splash Wars Team,1
"Splash Damage, The Coalition",1
Spitoufs,1
Spiro Spero Games,3
SpirkopGames,1
Spiritwalk Games,1
Spiritus Games,2
Spiritual Wolf Studio,1
SpiritWing,1
Spirit Stone Studio LLC,1
Spirit Games,1
Spirit,1
Spire Studio,1
Spire Interactive,3
Spire Games,2
Spiral Digit,1
Spiral Circus Games,1
Spinware,1
Spinoff Games,2
Spinning Clocks Games,1
Spinix Games,1
Spinfoam Games,3
Spinal Games,1
SpinVR.ca,2
SpinTop Games,6
SpinAttack Studio,1
Spin City,1
Spilt Milk Studios Ltd,2
Spilevoi Bogdan,1
SpikyPike,1
Spiky Software LLC,1
Spiky Caterpillar,1
Spikewave Games,1
Spikely Games,1
Spiked Games,1
Spike Studio,1
Spike Productions,1
Spike Nail Studio,1
"Spike Chunsoft Co., Ltd., Abstraction Games",3
"Spike Chunsoft Co., Ltd.",14
Spike Chunsoft Co. Ltd.,1
SpiffyBit,1
Spiez,1
"SpielmannSpiel, bison, Lazer Cats",1
"SpielmannSpiel, bison",5
"Spieleentwicklungskombinat GmbH, General Arcade",1
Spiele-Palast GmbH,1
Spiele Games,1
Spiderwork Games,4
Spiderweb Software,17
Spiders,7
Spidermonk Entertainment,1
Spiderling Studios,1
Spider Nest Games,1
Spider Lily Studios LLC,2
Spider Key Games,1
Spider,1
SpicyTails,2
Spicy Tails,4
Spicy Rice Cake Studio,1
Spicy Noodle Studios,1
Spicy Lobster,1
Spicy Horse Games,1
"Spicy Gyro Games, Shiny Dolphin Games LLC",1
Spicy Gyro Games,3
Spicy Dice Studios,1
Spicy Curry Games,1
SpiceBound Studios,1
Sphinx Games,1
Spherum LLP,1
Spherical Horse Studios,1
"Sphere, Inc.",1
Sphaera Studios,1
"Spencer Pilarski, Snippy Nguyen, Jonah Gaynor, Sam Grant",1
Spencer Parke,1
Spencer Lockerby,1
Spencer Dring,1
Spencer,1
Spellweaver,1
Spellsoft,1
Spellnode Interactive,1
Spellgarden Games,1
Spellcast Studios,1
Spellbound,8
Spellbook Creations,1
Spellbook,6
Spellbind Studios,1
Spellarena,1
SpellSoft Studio,1
Spell Helix,2
Spelkraft,1
Spekktrum Studio,1
Speelbaars,1
Speedy,1
Speedtrap Studios,1
Speedrobo Games,1
Speediocre Games,1
Speedbreak Studio,1
SpeedLittleFox,1
Speed of Dark Studios,1
Speed Potion,1
Speed Games Development,1
Speed Development,1
Specular Theory,1
Specular Interactive,1
"Spectrum Nox Media, Team Wizard Prison",1
Spectrum Holobyte,3
Spectre17,2
"Spectre Studios, Guerilla Films",1
Spectre EU,1
Spectral Studios,1
Spectral Illusions,2
Spectral Games,2
Spectragate,1
SpectraCoder,1
Spectra Entertainment Inc.,1
Specter Game Studios,1
Specspel,1
Specpixel Entertainment,2
Specialbit Studio,7
Special Bit,4
Spearhead Games,4
Spear Soft,1
Spawn Point OSK,1
Spasman Games,2
Spartan Industries,1
SparrowBot,1
"Sparpweed, Codeglue",1
"Sparkypants Studios, LLC",1
Sparkypants Studios LLC,1
Sparkypants,1
SparkyTailGames,1
Sparky Studios,1
Sparky,1
Sparks Games,1
Sparkly Games,1
SparklingPishy,2
Sparking Games,1
"Sparkee Software, LLC",1
SparkLightGames,1
SparkGames,1
Spark VR,1
"Spark Unlimited, comcept Inc., Team NINJA",1
Spark Unlimited,2
"Spark Plug Games, LLC",1
Spark Plug Games,2
Spark Games,1
Spargit Studio,2
Spare Parts Oasis,2
Spannerworx,1
Spanking Machine,1
Spammimoore,1
Spalthammer - Independent Game Development,1
Spaghetto,1
Spaghetti Yeti Studios,1
Spaghetti Code Ltd,3
Spaghetti Code,1
Spacezero Interactive,1
Spacewave Software,1
Spacewalkers,2
Spacetronaut Ltd Co,1
Spacespy Games,1
Spaces of Play UG,2
Spacepup Entertainment,1
Spacepiano Games,2
Spaceloom Studios AB,1
Spacelight Studio,1
Spacefudge,1
Spaceflower,2
Spacefish Games,1
"Spacefarer Games Ltd, Spacefarer Games Ltd",1
Spacefarer Games Ltd,1
"Spacefarer Games Limited, Jake Stephen Jackson",1
Spacefarer Games Limited,3
Spacefarer Games,1
Spaced Toad Studio,1
Spaceboy Games,1
Spaceboy,1
SpaceZeta Games,1
SpaceThing Games,1
SpaceSoySauceStudio,1
SpaceOwl Games,2
SpaceOrca,1
"SpaceMyFriend, Ben Ridge",1
SpaceMyFriend,2
SpaceMicroscope Studios,1
SpaceMatra,1
SpaceGames,1
SpaceFudge,1
SpaceFox Studio,1
SpaceCan,1
Space.cpp,1
Space and Frogs,1
Space Wizards Federation,1
Space Whale,1
"Space Wedgie, LLC",4
Space Wagon Games,1
Space Toast Games,1
Space Telescope Science Institute,1
Space Soul Team,1
Space Slug Studios,1
Space Sheep Gaming Ltd,1
Space Rock Games,1
Space River,2
Space Rat Studios,1
Space Raccoon Game Studio,1
"Space R Studio, Gamesforgames",1
Space Plunge,1
Space Pigeon Studios,1
Space Petal Studio,1
Space Paw Studios,1
Space Paca Games,1
Space Onigiri Game LLC,2
"Space Mouse, LLC",2
Space Monkey International,5
Space Mixer,1
Space Maker Studio,1
Space Magic,1
Space Mace,1
Space Lizard Studio LTD,1
Space Lizard Studio,1
Space Kraken Studios,1
Space Horse,1
Space Heater Games,1
"Space Fractal, TempleTiger",1
"Space Fractal, Spitoufs",1
Space Fractal,3
Space Fox Games,1
Space Driver,1
Space Dog XR,1
Space Dog,1
Space Dive Games,1
Space Crab Labs,1
Space Colony Studios,1
"Space Cat Studios, SnowFlame, Back To Basics Gaming",1
Space Cat Studios,1
"Space Capsule Games, Dejobaan Games, LLC",1
Space Capsule Games,1
Space Cadet Interactive,1
Space Bullet Dynamics Corporation,2
Space Budgie,2
"Space Breeze, LLC",1
"Space Boat Studios, SimulaM",1
"Space Boat Studios, Ritual Interactive",1
"Space Boat Studios, Polyslash",1
Space Boat Studios,5
Space Birb Games,1
Space Banana Studio,1
Space Alpha,2
SoyeR,1
SoybloQ,1
SoyaDaizu,1
Soy Boy Games,2
Soviet Games,2
SovereignDev,1
Soverance Studios,1
"SouzaiSoftSugar, そうざいそふとSugar",1
Southside Games,1
Southfish Studio,1
Southend,1
SouthWater Games,1
SouthEdge Studios,1
SouthBoxStudio,1
South Games Studio,1
South East Games,2
South Blue Moon,1
Sousei Works,2
Souris Lab,1
Sourena Game Studio,2
SourceGameStudio,1
Source Studio Ltd.,1
Source Research and Development,1
Source Error Productions,2
"Source Byte Sp. z o.o., ROOM505, Blacer Studio",1
"Source Byte Sp. z o.o., Nikodem Świder, Jakub Nowak",1
"Source Byte Sp. z o.o., Nikodem Świder",1
"Source Byte Sp. z o.o., Nikodem Swider, Patrycja Ostrowska",1
Source Byte Sp. z o.o.,5
Sourabh P Hamigi,1
Sour Sugar,1
Sour Lemon Studios,2
"Souporno Ghosh, Varun Peesapati",1
Soupmasters,1
Souper Chef,1
SoupInIt Games,1
Soundzy,1
"Sounding Stone / 老奉毊, Meijin Zhu / 五月梅花落, MaouCat Studio / 魔王貓工作室",1
"Sounding Stone / 老奉毊, Meijin Zhu / 五月梅花落",1
"Sounding Stone / 老奉毊, MaouCat Studio / 魔王貓工作室, Hidari Migiko / 左右子",1
"Sounding Stone / 老奉毊, MaouCat Studio / 魔王貓工作室",4
Sounding Stone / 老奉毊,1
SoundStage13,1
SoundAndFuryGames,1
Sound Slide Team,1
Souly Games,1
Soulwarmers Games,1
Soulwarmers,4
Souluted Games,1
Soultek Studio,1
Soultech,1
Soulstices Developments,1
Souls of Star Game Lab.,1
Soulnata,1
Soulareus Interactive,1
SoulTrader,1
SoulShared Games LLC,2
SoulPixel Studio,2
SoulMeatGames,1
SoulGame Studio,2
"SoulBlade Studio LLC, Tomas Pereyra",1
Soul-Ivy,1
Soul of SysOp LLC,1
Soul Shell,1
Soul Searching Team,1
Soul Forge,1
Soul Chain Games,1
Soul Assembly Ltd,1
SoteroApps,2
Soter-Art,1
Sotenbox,1
SosiskaGames,15
Sosiska Games,1
SoshJam,1
Soseilu Games,1
Sos Sosowski,4
Sortasoft LLC,1
SorryPoniko!,1
Sorry Chair Productions,1
Soren Anderson,1
Sorcium Games,1
Sorceryforce,1
Sorcerous Gaming,1
SorceressGameLab,2
Sorcererstudios,1
Sorcerers Lab,1
Sorazora,1
Sorath,2
Sorasu Software,1
SoraPrayer,1
Sophism Games,1
Sophie Rose,2
Sophie Houlden,4
Soot DE Games,1
Sooqista Studios,2
Sooo Happy Software,1
SoomkaGames,1
Soomka Games,8
Soomi Games,1
Soobmarinno Games,1
Sonzai Games,1
Sonya Fung,9
Sons of welder,2
Sons of Welder,4
"Sons Of Earth Games, Ariganu",1
Sonoshee,2
Sonomio Games,2
Sonoma Games,1
Sonicworkflow,1
Sonic-Alpha,19
"Sonic Team, Hardlight",1
"Sonic Team, Bitbaboon",1
Sonic Team,4
Sonic Sloth,1
Sonic Shield,1
"Sonic Powered Co.,Ltd.",2
Songquito UG,1
"Songplay Gaming Cartel, LLC",1
Songhouse Games,1
Sonera Game Studio,1
"Soner Çakır, Iottech Bilişim Danışmanlık Limited Şirketi",2
Sonejo Studios,1
Sonderland,1
Sondering Studio,1
Sonderian LLC,1
Sonalysts Combat Simulations,1
Sonalysts,3
Sonaloux Entertainment,1
"Somun Immersive, Elder's Choice, Inc.",1
Somnova Studios,1
"Somnolent Team, Sproot Production",1
Somnolent Team,2
Somnium Space Ltd.,1
Somnium Games d.o.o.,1
Somnambulist Games,3
